Task ID,Occupation (O*NET-SOC Title),Task,O*NET-SOC Code,desire_mean,desire_n,capability_mean,capability_n,zone
21511,Accountants and Auditors,"Examine and evaluate financial and information systems, recommending controls to ensure system reliability and data integrity.",13-2011.00,3.3,10,3.5,2,Green
21514,Accountants and Auditors,"Prepare, examine, or analyze accounting records, financial statements, or other financial reports to assess accuracy, completeness, and conformance to reporting and procedural standards.",13-2011.00,1.75,8,3.6666666666666665,3,Red
21515,Accountants and Auditors,Prepare adjusting journal entries.,13-2011.00,2.7,10,4.0,3,Red
21516,Accountants and Auditors,Review accounts for discrepancies and reconcile differences.,13-2011.00,2.125,8,4.5,2,Red
21519,Accountants and Auditors,"Analyze business operations, trends, costs, revenues, financial commitments, and obligations to project future revenues and expenses or to provide advice.",13-2011.00,2.0,9,4.333333333333333,3,Red
21520,Accountants and Auditors,Report to management regarding the finances of establishment.,13-2011.00,2.2,10,3.3333333333333335,3,Low-Priority
21522,Accountants and Auditors,"Evaluate taxpayer finances to determine tax liability, using knowledge of interest and discount rates, annuities, valuation of stocks and bonds, and amortization valuation of depletable assets.",13-2011.00,3.111111111111111,9,3.5,2,Green
21549,Appraisers and Assessors of Real Estate,"Compute final estimation of property values, taking into account such factors as depreciation, replacement costs, value comparisons of similar properties, and income potential.",13-2023.00,2.75,8,2.75,4,Low-Priority
21550,Appraisers and Assessors of Real Estate,"Prepare written reports that estimate property values, outline methods by which the estimations were made, and meet appraisal standards.",13-2023.00,3.625,8,2.6666666666666665,3,Yellow
21552,Appraisers and Assessors of Real Estate,Collect and analyze relevant data to identify real estate market trends.,13-2023.00,2.9,10,4.0,2,Red
21553,Appraisers and Assessors of Real Estate,"Prepare and maintain current data on each parcel assessed, including maps of boundaries, inventories of land and structures, property characteristics, and any applicable exemptions.",13-2023.00,3.1666666666666665,6,3.5,2,Green
21555,Appraisers and Assessors of Real Estate,Identify the ownership of each piece of taxable property.,13-2023.00,3.0,9,3.0,3,Yellow
21557,Appraisers and Assessors of Real Estate,Complete and maintain assessment rolls that show the assessed values and status of all property in a municipality.,13-2023.00,3.8,5,3.3333333333333335,3,Yellow
21558,Appraisers and Assessors of Real Estate,"Review information about transfers of property to ensure its accuracy, checking basic information on buyers, sellers, and sales prices and making corrections as necessary.",13-2023.00,3.4285714285714284,7,3.0,3,Yellow
21562,Appraisers and Assessors of Real Estate,Examine income records and operating costs of income properties.,13-2023.00,2.5,4,2.6666666666666665,3,Low-Priority
21565,Appraisers and Assessors of Real Estate,"Search public records for transactions such as sales, leases, and assessments.",13-2023.00,3.375,8,2.0,2,Yellow
21566,Appraisers and Assessors of Real Estate,Check building codes and zoning bylaws to determine any effects on the properties being appraised.,13-2023.00,3.5,4,3.0,3,Yellow
21567,Appraisers and Assessors of Real Estate,Verify legal descriptions of properties by comparing them to county records.,13-2023.00,3.5714285714285716,7,4.0,2,Green
21570,Appraisers and Assessors of Real Estate,Obtain county land values and sales information about nearby properties to aid in establishment of property values.,13-2023.00,3.75,4,2.6666666666666665,3,Yellow
3394,Budget Analysts,Analyze monthly department budgeting and accounting reports to maintain expenditure controls.,13-2031.00,3.375,8,4.0,2,Green
3401,Budget Analysts,Review operating budgets to analyze trends affecting budget needs.,13-2031.00,3.2857142857142856,7,3.3333333333333335,3,Yellow
3405,Budget Analysts,Compile and analyze accounting records and other data to determine the financial resources required to implement a program.,13-2031.00,2.8333333333333335,6,2.5,2,Low-Priority
3395,Budget Analysts,Direct the preparation of regular and special budget reports.,13-2031.00,3.4285714285714284,7,3.3333333333333335,3,Yellow
1250,Credit Analysts,Analyze credit data and financial statements to determine the degree of risk involved in extending credit or lending money.,13-2041.00,2.5555555555555554,9,3.5,2,Red
1254,Credit Analysts,"Complete loan applications, including credit analyses and summaries of loan requests, and submit to loan committees for approval.",13-2041.00,3.0,5,4.5,2,Green
1255,Credit Analysts,"Generate financial ratios, using computer programs, to evaluate customers' financial status.",13-2041.00,3.4,10,4.5,2,Green
1251,Credit Analysts,Prepare reports that include the degree of risk involved in extending credit or lending money.,13-2041.00,3.2,5,3.5,2,Green
1259,Credit Analysts,"Analyze financial data, such as income growth, quality of management, and market share to determine expected profitability of loans.",13-2041.00,2.5714285714285716,7,2.6666666666666665,3,Low-Priority
1257,Credit Analysts,"Compare liquidity, profitability, and credit histories of establishments being evaluated with those of similar establishments in the same industries and geographic locations.",13-2041.00,3.0,6,3.6666666666666665,3,Green
12904,Personal Financial Advisors,Analyze financial information obtained from clients to determine strategies for meeting clients' financial objectives.,13-2052.00,2.9,10,3.0,2,Low-Priority
20184,Personal Financial Advisors,"Manage client portfolios, keeping client plans up-to-date.",13-2052.00,2.8,10,4.5,2,Red
20189,Personal Financial Advisors,"Recommend financial products, such as stocks, bonds, mutual funds, or insurance.",13-2052.00,2.5,10,2.3333333333333335,3,Low-Priority
12913,Personal Financial Advisors,"Prepare or interpret for clients information, such as investment performance reports, financial document summaries, or income projections.",13-2052.00,3.3,10,2.5,2,Yellow
20188,Personal Financial Advisors,Monitor financial market trends to ensure that client plans are responsive.,13-2052.00,3.7,10,3.3333333333333335,3,Yellow
7319,Financial Examiners,"Prepare reports, exhibits, and other supporting schedules that detail an institution's safety and soundness, compliance with laws and regulations, and recommended solutions to questionable financial conditions.",13-2061.00,3.0,7,2.5,2,Yellow
7320,Financial Examiners,"Review balance sheets, operating income and expense accounts, and loan documentation to confirm institution assets and liabilities.",13-2061.00,3.125,8,4.5,2,Green
7318,Financial Examiners,"Examine the minutes of meetings of directors, stockholders, and committees to investigate the specific authority extended at various levels of management.",13-2061.00,2.8333333333333335,6,2.3333333333333335,3,Low-Priority
18935,Credit Counselors,Calculate clients' available monthly income to meet debt obligations.,13-2071.00,2.8,5,3.0,2,Low-Priority
18938,Credit Counselors,"Explain services or policies to clients, such as debt management program rules, advantages and disadvantages of using services, or creditor concession policies.",13-2071.00,3.0,5,2.5,2,Yellow
18936,Credit Counselors,"Create debt management plans, spending plans, or budgets to assist clients to meet financial goals.",13-2071.00,2.25,4,2.5,2,Low-Priority
18943,Credit Counselors,"Prioritize client debt repayment to avoid dire consequences, such as bankruptcy or foreclosure or to reduce overall costs, such as by paying high-interest or short-term loans first.",13-2071.00,2.6666666666666665,3,2.5,2,Low-Priority
18934,Credit Counselors,"Assess clients' overall financial situations by reviewing income, assets, debts, expenses, credit reports, or other financial information.",13-2071.00,3.6,5,3.6666666666666665,3,Green
18937,Credit Counselors,"Estimate time for debt repayment, given amount of debt, interest rates, and available funds.",13-2071.00,2.75,4,3.3333333333333335,3,Low-Priority
18942,Credit Counselors,Prepare written documents to establish contracts with or communicate financial recommendations to clients.,13-2071.00,3.2,5,2.5,2,Yellow
18940,Credit Counselors,"Maintain or update records of client account activity, including financial transactions, counseling session notes, correspondence, document images, or client inquiries.",13-2071.00,2.6666666666666665,6,5.0,2,Red
18933,Credit Counselors,"Advise clients or respond to inquiries about financial matters in person or via phone, email, Web site, or Internet chat.",13-2071.00,2.5,4,3.5,2,Red
3409,Loan Officers,"Analyze applicants' financial status, credit, and property evaluations to determine feasibility of granting loans.",13-2072.00,3.0,7,3.5,2,Green
3407,Loan Officers,"Approve loans within specified limits, and refer loan applications outside those limits to management for approval.",13-2072.00,2.888888888888889,9,4.5,2,Red
3416,Loan Officers,Submit applications to credit analysts for verification and recommendation.,13-2072.00,3.5,8,4.5,2,Green
3413,Loan Officers,Review loan agreements to ensure that they are complete and accurate according to policy.,13-2072.00,2.8,5,3.6666666666666665,3,Red
3412,Loan Officers,Review and update credit and loan files.,13-2072.00,3.142857142857143,7,3.6666666666666665,3,Green
3411,Loan Officers,"Obtain and compile copies of loan applicants' credit histories, corporate financial statements, and other financial information.",13-2072.00,3.7142857142857144,7,4.5,2,Green
3415,Loan Officers,Stay abreast of new types of loans and other financial services and products to better meet customers' needs.,13-2072.00,2.5,6,4.0,2,Red
3414,Loan Officers,Compute payment schedules.,13-2072.00,3.4,5,3.0,2,Yellow
7360,Tax Preparers,"Use all appropriate adjustments, deductions, and credits to keep clients' taxes to a minimum.",13-2082.00,3.375,8,4.5,2,Green
7358,Tax Preparers,"Compute taxes owed or overpaid, using adding machines or personal computers, and complete entries on forms, following tax form instructions and tax tables.",13-2082.00,3.6666666666666665,6,4.0,2,Green
7362,Tax Preparers,"Review financial records, such as income statements and documentation of expenditures to determine forms needed to prepare tax returns.",13-2082.00,3.625,8,4.5,2,Green
7359,Tax Preparers,Prepare or assist in preparing simple to complex tax returns for individuals or small businesses.,13-2082.00,3.8,5,4.5,2,Green
7363,Tax Preparers,Furnish taxpayers with sufficient information and advice to ensure correct tax form completion.,13-2082.00,2.75,4,3.3333333333333335,3,Low-Priority
7364,Tax Preparers,Consult tax law handbooks or bulletins to determine procedures for preparation of atypical returns.,13-2082.00,3.8,5,4.5,2,Green
20363,Tax Preparers,Answer questions and provide future tax planning to clients.,13-2082.00,3.7142857142857144,7,3.5,2,Green
7365,Tax Preparers,Calculate form preparation fees according to return complexity and processing time required.,13-2082.00,3.3333333333333335,3,4.5,2,Green
21165,Tax Preparers,Schedule appointments with clients.,13-2082.00,5.0,5,4.666666666666667,3,Green
15997,Financial Quantitative Analysts,"Apply mathematical or statistical techniques to address practical issues in finance, such as derivative valuation, securities trading, risk management, or financial market regulation.",13-2099.01,3.3,10,3.0,3,Yellow
15988,Financial Quantitative Analysts,Produce written summary reports of financial research results.,13-2099.01,3.4,10,4.0,2,Green
15983,Financial Quantitative Analysts,Provide application or analytical support to researchers or traders on issues such as valuations or data.,13-2099.01,3.2,10,3.5,2,Green
20950,Computer Systems Analysts,Troubleshoot program and system malfunctions to restore normal functioning.,15-1211.00,2.5454545454545454,11,3.6666666666666665,3,Red
3465,Computer Systems Analysts,"Test, maintain, and monitor computer programs and systems, including coordinating the installation of computer programs and systems.",15-1211.00,2.3,10,3.0,2,Low-Priority
3482,Computer Systems Analysts,"Use the computer in the analysis and solution of business problems, such as development of integrated production and inventory control and cost analysis systems.",15-1211.00,2.4,10,2.6666666666666665,3,Low-Priority
3466,Computer Systems Analysts,"Use object-oriented programming languages, as well as client and server applications development processes and multimedia and Internet technology.",15-1211.00,2.8,10,4.0,3,Red
3474,Computer Systems Analysts,"Analyze information processing or computation needs and plan and design computer systems, using techniques such as structured analysis, data modeling, and information engineering.",15-1211.00,2.7,10,3.0,2,Low-Priority
3484,Computer Systems Analysts,Specify inputs accessed by the system and plan the distribution and use of the results.,15-1211.00,2.2222222222222223,9,3.3333333333333335,3,Low-Priority
3470,Computer Systems Analysts,Expand or modify system to serve new purposes or improve work flow.,15-1211.00,2.5454545454545454,11,2.0,2,Low-Priority
3480,Computer Systems Analysts,"Read manuals, periodicals, and technical reports to learn how to develop programs that meet staff and user requirements.",15-1211.00,2.7,10,4.5,2,Red
3478,Computer Systems Analysts,"Review and analyze computer printouts and performance indicators to locate code problems, and correct errors by correcting codes.",15-1211.00,3.2222222222222223,9,4.5,2,Green
18090,Health Informatics Specialists,"Translate nursing practice information between nurses and systems engineers, analysts, or designers, using object-oriented models or other techniques.",15-1211.01,3.25,4,3.0,2,Yellow
18092,Health Informatics Specialists,Use informatics science to design or implement health information technology applications for resolution of clinical or health care administrative problems.,15-1211.01,2.6666666666666665,3,2.6666666666666665,3,Low-Priority
18094,Health Informatics Specialists,"Analyze and interpret patient, nursing, or information systems data to improve nursing services.",15-1211.01,2.8333333333333335,6,3.0,2,Low-Priority
18101,Health Informatics Specialists,"Identify, collect, record, or analyze data relevant to the nursing care of patients.",15-1211.01,3.1666666666666665,6,2.5,2,Yellow
18093,Health Informatics Specialists,"Develop, implement, or evaluate health information technology applications, tools, processes, or structures to assist nurses with data management.",15-1211.01,2.5,4,3.0,2,Low-Priority
18088,Health Informatics Specialists,"Design, develop, select, test, implement, and evaluate new or modified informatics solutions, data structures, and decision-support mechanisms to support patients, health care professionals, and their information management and human-computer and human-technology interactions within health care contexts.",15-1211.01,2.6666666666666665,6,2.6666666666666665,3,Low-Priority
18095,Health Informatics Specialists,"Analyze computer and information technologies to determine applicability to nursing practice, education, administration, and research.",15-1211.01,2.0,4,2.6666666666666665,3,Low-Priority
18100,Health Informatics Specialists,"Develop strategies, policies or procedures for introducing, evaluating, or modifying information technology applied to nursing practice, administration, education, or research.",15-1211.01,2.5,4,2.0,3,Low-Priority
18103,Health Informatics Specialists,Provide consultation to nurses regarding hardware or software configuration.,15-1211.01,2.0,3,4.0,2,Red
5314,Information Security Analysts,"Develop plans to safeguard computer files against accidental or unauthorized modification, destruction, or disclosure and to meet emergency data processing needs.",15-1212.00,2.6666666666666665,9,2.3333333333333335,3,Low-Priority
5316,Information Security Analysts,Monitor current reports of computer viruses to determine when to update virus protection systems.,15-1212.00,3.375,8,3.0,2,Yellow
5317,Information Security Analysts,"Modify computer security files to incorporate new software, correct errors, or change individual access status.",15-1212.00,2.625,8,3.5,2,Red
5322,Information Security Analysts,"Document computer security and emergency measures policies, procedures, and tests.",15-1212.00,3.4,10,3.5,2,Green
5319,Information Security Analysts,Monitor use of data files and regulate access to safeguard information in computer files.,15-1212.00,3.7,10,3.0,2,Yellow
14623,Computer and Information Research Scientists,Analyze problems to develop solutions involving computer hardware and software.,15-1221.00,3.7777777777777777,9,2.3333333333333335,3,Yellow
14626,Computer and Information Research Scientists,"Apply theoretical expertise and innovation to create or apply new technology, such as adapting principles for applying computers to new uses.",15-1221.00,3.3333333333333335,9,1.6666666666666667,3,Yellow
14624,Computer and Information Research Scientists,Assign or schedule tasks to meet work priorities and goals.,15-1221.00,3.7,10,3.0,2,Yellow
14633,Computer and Information Research Scientists,Design computers and the software that runs them.,15-1221.00,3.6666666666666665,9,2.6666666666666665,3,Yellow
14625,Computer and Information Research Scientists,Evaluate project plans and proposals to assess feasibility issues.,15-1221.00,4.1,10,4.0,2,Green
14636,Computer and Information Research Scientists,"Approve, prepare, monitor, and adjust operational budgets.",15-1221.00,4.166666666666667,6,2.5,2,Yellow
19004,Computer Network Support Specialists,Back up network data.,15-1231.00,2.8333333333333335,6,4.5,2,Red
18991,Computer Network Support Specialists,Configure security settings or access permissions for groups or individuals.,15-1231.00,2.3333333333333335,6,4.666666666666667,3,Red
19003,Computer Network Support Specialists,Analyze and report computer network security breaches or attempted breaches.,15-1231.00,2.5,6,3.3333333333333335,3,Low-Priority
18993,Computer Network Support Specialists,Document network support activities.,15-1231.00,3.5,4,4.5,2,Green
18992,Computer Network Support Specialists,Configure wide area network (WAN) or local area network (LAN) routers or related equipment.,15-1231.00,2.0,5,2.0,2,Low-Priority
19002,Computer Network Support Specialists,Troubleshoot network or connectivity problems for users or user groups.,15-1231.00,2.4285714285714284,7,2.5,2,Low-Priority
19010,Computer Network Support Specialists,Provide telephone support related to networking or connectivity issues.,15-1231.00,3.8,5,3.6666666666666665,3,Green
18989,Computer Network Support Specialists,"Analyze network data to determine network usage, disk space availability, or server function.",15-1231.00,3.3333333333333335,3,4.666666666666667,3,Green
19011,Computer Network Support Specialists,Research hardware or software products to meet technical networking or security needs.,15-1231.00,2.0,3,3.3333333333333335,3,Low-Priority
1285,Computer User Support Specialists,Oversee the daily performance of computer systems.,15-1232.00,2.75,8,5.0,2,Red
1288,Computer User Support Specialists,"Read technical manuals, confer with users, or conduct computer diagnostics to investigate and resolve problems or to provide technical assistance and support.",15-1232.00,3.0,10,3.6666666666666665,3,Green
1282,Computer User Support Specialists,Answer user inquiries regarding computer software or hardware operation to resolve problems.,15-1232.00,2.8,10,4.5,2,Red
1283,Computer User Support Specialists,Enter commands and observe system functioning to verify correct operations and detect errors.,15-1232.00,2.2857142857142856,7,4.666666666666667,3,Red
1287,Computer User Support Specialists,"Maintain records of daily data communication transactions, problems and remedial actions taken, or installation activities.",15-1232.00,4.5,6,4.666666666666667,3,Green
1292,Computer User Support Specialists,"Prepare evaluations of software or hardware, and recommend improvements or upgrades.",15-1232.00,2.625,8,3.0,3,Low-Priority
1290,Computer User Support Specialists,"Develop training materials and procedures, or train users in the proper use of hardware or software.",15-1232.00,3.0,9,2.3333333333333335,3,Yellow
1299,Database Administrators,Modify existing databases and database management systems or direct programmers and analysts to make changes.,15-1242.00,2.1666666666666665,6,4.5,2,Red
1301,Database Administrators,"Plan, coordinate, and implement security measures to safeguard information in computer files against accidental or unauthorized damage, modification or disclosure.",15-1242.00,2.3333333333333335,6,2.3333333333333335,3,Low-Priority
1305,Database Administrators,Specify users and user access levels for each segment of database.,15-1242.00,2.5,6,4.0,2,Red
1300,Database Administrators,"Test programs or databases, correct errors, and make necessary modifications.",15-1242.00,3.25,8,4.0,3,Green
1313,Database Administrators,"Write and code logical and physical database descriptions and specify identifiers of database to management system, or direct others in coding descriptions.",15-1242.00,1.6666666666666667,3,4.5,2,Red
1314,Database Administrators,"Review workflow charts developed by programmer analyst to understand tasks computer will perform, such as updating records.",15-1242.00,2.5714285714285716,7,4.0,3,Red
1318,Network and Computer Systems Administrators,"Maintain and administer computer networks and related computing environments, including computer hardware, systems software, applications software, and all configurations.",15-1244.00,3.5,10,2.5,2,Yellow
1317,Network and Computer Systems Administrators,Perform data backups and disaster recovery operations.,15-1244.00,3.75,8,1.5,2,Yellow
15206,Network and Computer Systems Administrators,"Configure, monitor, and maintain email applications or virus protection software.",15-1244.00,3.875,8,5.0,2,Green
1320,Network and Computer Systems Administrators,Operate master consoles to monitor the performance of computer systems and networks and to coordinate computer network access and use.,15-1244.00,3.5,6,4.5,2,Green
1325,Network and Computer Systems Administrators,Monitor network performance to determine whether adjustments are needed and where changes will be needed in the future.,15-1244.00,3.6666666666666665,9,3.3333333333333335,3,Yellow
1319,Network and Computer Systems Administrators,"Plan, coordinate, and implement network security measures to protect data, software, and hardware.",15-1244.00,3.7142857142857144,7,2.0,2,Yellow
1329,Network and Computer Systems Administrators,Analyze equipment performance records to determine the need for repair or replacement.,15-1244.00,3.6666666666666665,6,4.0,3,Green
1323,Network and Computer Systems Administrators,"Recommend changes to improve systems and network configurations, and determine hardware or software requirements related to such changes.",15-1244.00,3.3333333333333335,9,2.6666666666666665,3,Yellow
1322,Network and Computer Systems Administrators,"Design, configure, and test computer hardware, networking software and operating system software.",15-1244.00,3.4,5,3.5,2,Green
1321,Network and Computer Systems Administrators,"Perform routine network startup and shutdown procedures, and maintain control records.",15-1244.00,4.166666666666667,6,4.666666666666667,3,Green
1273,Computer Programmers,"Write, analyze, review, and rewrite programs, using workflow chart and diagram, and applying knowledge of computer capabilities, subject matter, and symbolic logic.",15-1251.00,3.1,10,3.5,2,Green
1267,Computer Programmers,Correct errors by making appropriate changes and rechecking the program to ensure that the desired results are produced.,15-1251.00,3.0,10,3.0,2,Yellow
1272,Computer Programmers,"Perform or direct revision, repair, or expansion of existing programs to increase operating efficiency or adapt to new requirements.",15-1251.00,2.5,8,3.0,2,Low-Priority
1270,Computer Programmers,"Write, update, and maintain computer programs or software packages to handle specific jobs such as tracking inventory, storing or retrieving data, or controlling other equipment.",15-1251.00,3.111111111111111,9,4.5,2,Green
1276,Computer Programmers,"Prepare detailed workflow charts and diagrams that describe input, output, and logical operation, and convert them into a series of instructions coded in a computer language.",15-1251.00,3.0,8,5.0,2,Green
1269,Computer Programmers,"Compile and write documentation of program development and subsequent revisions, inserting comments in the coded instructions so others can understand the program.",15-1251.00,3.625,8,4.666666666666667,3,Green
1277,Computer Programmers,Perform systems analysis and programming tasks to maintain and control the use of computer systems software as a systems programmer.,15-1251.00,2.625,8,3.5,2,Red
1274,Computer Programmers,Write or contribute to instructions or manuals to guide end users.,15-1251.00,2.8,10,4.0,3,Red
1275,Computer Programmers,"Investigate whether networks, workstations, the central processing unit of the system, or peripheral equipment are responding to a program's instructions.",15-1251.00,3.4,10,5.0,2,Green
1279,Computer Programmers,"Assign, coordinate, and review work and activities of programming personnel.",15-1251.00,2.3333333333333335,9,2.3333333333333335,3,Low-Priority
21049,Computer Programmers,Develop Web sites.,15-1251.00,2.6666666666666665,9,4.0,2,Red
14642,Software Quality Assurance Analysts and Testers,"Identify, analyze, and document problems with program function, output, online screen, or content.",15-1253.00,3.0,5,3.0,3,Yellow
14641,Software Quality Assurance Analysts and Testers,"Document software defects, using a bug tracking system, and report defects to software developers.",15-1253.00,2.6666666666666665,6,4.0,3,Red
14640,Software Quality Assurance Analysts and Testers,"Develop testing programs that address areas such as database impacts, software scenarios, regression testing, negative testing, error or bug retests, or usability.",15-1253.00,3.0,6,3.0,2,Yellow
14638,Software Quality Assurance Analysts and Testers,"Design test plans, scenarios, scripts, or procedures.",15-1253.00,3.8333333333333335,6,3.3333333333333335,3,Yellow
14648,Software Quality Assurance Analysts and Testers,Document test procedures to ensure replicability and compliance with standards.,15-1253.00,3.4,5,5.0,2,Green
14653,Software Quality Assurance Analysts and Testers,Provide feedback and recommendations to developers on software usability and functionality.,15-1253.00,3.0,8,3.0,3,Yellow
14652,Software Quality Assurance Analysts and Testers,"Install, maintain, or use software testing programs.",15-1253.00,3.5,6,3.0,2,Yellow
14639,Software Quality Assurance Analysts and Testers,Test system modifications to prepare for implementation.,15-1253.00,3.25,4,3.6666666666666665,3,Green
14644,Software Quality Assurance Analysts and Testers,Create or maintain databases of known test defects.,15-1253.00,3.25,4,5.0,2,Green
14649,Software Quality Assurance Analysts and Testers,"Develop or specify standards, methods, or procedures to determine product quality or release readiness.",15-1253.00,3.1666666666666665,6,3.0,3,Yellow
14643,Software Quality Assurance Analysts and Testers,Monitor bug resolution efforts and track successes.,15-1253.00,4.0,4,4.0,3,Green
14650,Software Quality Assurance Analysts and Testers,Update automated test scripts to ensure currency.,15-1253.00,3.6666666666666665,3,4.5,2,Green
14645,Software Quality Assurance Analysts and Testers,Plan test schedules or strategies in accordance with project scope or delivery dates.,15-1253.00,3.0,3,4.0,3,Green
14654,Software Quality Assurance Analysts and Testers,Monitor program performance to ensure efficient and problem-free operations.,15-1253.00,3.75,4,3.5,2,Green
14655,Software Quality Assurance Analysts and Testers,"Conduct software compatibility tests with programs, hardware, operating systems, or network environments.",15-1253.00,3.25,4,5.0,2,Green
14647,Software Quality Assurance Analysts and Testers,"Review software documentation to ensure technical accuracy, compliance, or completeness, or to mitigate risks.",15-1253.00,2.3333333333333335,3,4.5,2,Red
14658,Software Quality Assurance Analysts and Testers,"Identify program deviance from standards, and suggest modifications to ensure compliance.",15-1253.00,3.0,4,3.5,2,Green
14707,Web Developers,Write supporting code for Web applications or Web sites.,15-1254.00,2.9,10,4.666666666666667,3,Red
14694,Web Developers,"Design, build, or maintain Web sites, using authoring or scripting languages, content creation tools, management tools, and digital media.",15-1254.00,2.9,10,3.5,2,Red
14698,Web Developers,Back up files from Web sites to local directories for instant recovery in case of problems.,15-1254.00,4.2,10,4.666666666666667,3,Green
14700,Web Developers,"Evaluate code to ensure that it is valid, is properly structured, meets industry standards, and is compatible with browsers, devices, or operating systems.",15-1254.00,3.0,10,4.0,3,Green
14710,Web Developers,"Perform Web site tests according to planned schedules, or after any Web site or product revision.",15-1254.00,3.3,10,4.666666666666667,3,Green
14695,Web Developers,Perform or direct Web site updates.,15-1254.00,2.4,10,3.6666666666666665,3,Red
14713,Web Developers,"Respond to user email inquiries, or set up automated systems to send responses.",15-1254.00,3.3,10,5.0,2,Green
14708,Web Developers,Communicate with network personnel or Web site hosting agencies to address hardware or software issues affecting Web sites.,15-1254.00,3.2,10,2.0,2,Yellow
14717,Web Developers,Establish appropriate server directory trees.,15-1254.00,3.3,10,4.333333333333333,3,Green
14719,Web Developers,Recommend and implement performance improvements.,15-1254.00,3.1,10,4.0,2,Green
14714,Web Developers,Develop or implement procedures for ongoing Web site revision.,15-1254.00,2.6,10,4.0,2,Red
14722,Web Developers,"Provide clear, detailed descriptions of Web site specifications, such as product features, activities, software, communication protocols, programming languages, and operating systems software and hardware.",15-1254.00,2.8,10,5.0,2,Red
14723,Web Developers,Monitor security system performance logs to identify problems and notify security specialists when problems occur.,15-1254.00,2.9,10,3.3333333333333335,3,Low-Priority
16199,Video Game Designers,Balance and adjust gameplay experiences to ensure the critical and commercial success of the product.,15-1255.01,3.1666666666666665,6,2.6666666666666665,3,Yellow
16208,Video Game Designers,"Devise missions, challenges, or puzzles to be encountered in game play.",15-1255.01,2.5714285714285716,7,3.0,2,Low-Priority
16217,Video Game Designers,"Create core game features, including storylines, role-play mechanics, and character biographies for a new video game or game franchise.",15-1255.01,2.857142857142857,7,2.0,4,Low-Priority
16201,Video Game Designers,"Solicit, obtain, and integrate feedback from design and technical staff into original game design.",15-1255.01,3.75,4,3.0,3,Yellow
16214,Video Game Designers,Conduct regular design reviews throughout the game development process.,15-1255.01,3.4,5,2.6666666666666665,3,Yellow
16209,Video Game Designers,"Develop and maintain design level documentation, including mechanics, guidelines, and mission outlines.",15-1255.01,2.2,5,1.6666666666666667,3,Low-Priority
16198,Video Game Designers,Provide feedback to designers and other colleagues regarding game design features.,15-1255.01,1.6666666666666667,6,3.3333333333333335,3,Low-Priority
16212,Video Game Designers,"Create and manage documentation, production schedules, prototyping goals, and communication plans in collaboration with production staff.",15-1255.01,3.6666666666666665,3,1.3333333333333333,3,Yellow
16202,Video Game Designers,Provide feedback to production staff regarding technical game qualities or adherence to original design.,15-1255.01,2.25,4,2.0,3,Low-Priority
16211,Video Game Designers,Create gameplay prototypes for presentation to creative and technical staff and management.,15-1255.01,3.1666666666666665,6,2.0,2,Yellow
16203,Video Game Designers,Prepare two-dimensional concept layouts or three-dimensional mock-ups.,15-1255.01,3.75,4,4.0,2,Green
16194,Video Game Designers,"Review or evaluate competitive products, film, music, television, and other art forms to generate new game design ideas.",15-1255.01,2.3333333333333335,3,3.0,3,Low-Priority
16200,Video Game Designers,Write or supervise the writing of game text and dialogue.,15-1255.01,2.0,3,3.0,2,Low-Priority
14734,Web Administrators,"Monitor systems for intrusions or denial of service attacks, and report security breaches to appropriate personnel.",15-1299.01,3.8,5,3.6666666666666665,3,Green
14731,Web Administrators,Back up or modify applications and related data to provide for disaster recovery.,15-1299.01,4.2,5,4.5,2,Green
14758,Web Administrators,"Correct testing-identified problems, or recommend actions for their resolution.",15-1299.01,3.2857142857142856,7,4.0,2,Green
14732,Web Administrators,"Determine sources of Web page or server problems, and take action to correct such problems.",15-1299.01,3.1666666666666665,6,4.0,2,Green
14740,Web Administrators,"Implement updates, upgrades, and patches in a timely manner to limit loss of service.",15-1299.01,3.6,5,4.666666666666667,3,Green
14750,Web Administrators,"Test issues such as system integration, performance, and system security on a regular schedule or after any major program modifications.",15-1299.01,3.75,4,4.5,2,Green
14749,Web Administrators,"Track, compile, and analyze Web site usage data.",15-1299.01,3.5,4,4.5,2,Green
14733,Web Administrators,"Review or update Web page content or links in a timely manner, using appropriate tools.",15-1299.01,3.2857142857142856,7,4.5,2,Green
14743,Web Administrators,"Install or configure Web server software or hardware to ensure that directory structure is well-defined, logical, and secure, and that files are named properly.",15-1299.01,4.0,5,4.5,2,Green
14744,Web Administrators,"Gather, analyze, or document user feedback to locate or resolve sources of problems.",15-1299.01,2.6,5,2.6666666666666665,3,Low-Priority
14762,Web Administrators,Set up or maintain monitoring tools on Web servers or Web sites.,15-1299.01,4.0,5,4.5,2,Green
14675,Computer Systems Engineers/Architects,Monitor system operation to detect potential problems.,15-1299.08,4.0,4,3.0,2,Yellow
14673,Computer Systems Engineers/Architects,"Identify system data, hardware, or software components required to meet user needs.",15-1299.08,2.5,6,3.0,3,Low-Priority
14686,Computer Systems Engineers/Architects,"Research, test, or verify proper functioning of software patches and fixes.",15-1299.08,3.5714285714285716,7,4.0,2,Green
14670,Computer Systems Engineers/Architects,Collaborate with engineers or software developers to select appropriate design solutions or ensure the compatibility of system components.,15-1299.08,3.0,8,3.3333333333333335,3,Yellow
14683,Computer Systems Engineers/Architects,Design and conduct hardware or software tests.,15-1299.08,3.6,5,2.5,2,Yellow
